DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA ,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
100115672,08/17/2010 12:00:00 AM,08/17/2010 12:00:00 AM,0930,04,Hollenbeck,0423,1,210,ROBBERY,0916 1402,0,M,H,101,STREET,204,FOLDING KNIFE,IC,Invest Cont,210,998,,,1700    WORKMAN                      ST,,34.0615,-118.214
100204580,01/12/2010 12:00:00 AM,01/12/2010 12:00:00 AM,0030,02,Rampart,0248,1,210,ROBBERY,0330 0342 0344 0406 0416 0421 0425 0916 1302 1311,35,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,888,,,3RD                          ST,COLUMBIA,34.0594,-118.2644
100205387,01/27/2010 12:00:00 AM,01/27/2010 12:00:00 AM,0700,02,Rampart,0212,1,510,VEHICLE - STOLEN,0916,0,M,H,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,510,,,,500 N  VERMONT                      AV,,34.0791,-118.2917
100206913,02/23/2010 12:00:00 AM,02/22/2010 12:00:00 AM,0615,02,Rampart,0279,1,210,ROBBERY,0302 0312 0334 0330 0342 0371 0906 0916 1216,29,M,O,101,STREET,101,REVOLVER,IC,Invest Cont,210,,,,10TH                         ST,BLAINE                       ST,34.0481,-118.2712
100209234,04/04/2010 12:00:00 AM,04/04/2010 12:00:00 AM,0820,02,Rampart,0265,1,210,ROBBERY,0330 0416 0429 0605 0916 2004,27,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,800 S  ALVARADO                     ST,,34.0549,-118.2778
100209277,04/05/2010 12:00:00 AM,04/05/2010 12:00:00 AM,0100,02,Rampart,0291,1,210,ROBBERY,0112 0330 0342 0344 0370 0432 0916 1309 1310,23,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,PICO,ALVARADO,34.0461,-118.2801
100215102,07/24/2010 12:00:00 AM,07/23/2010 12:00:00 AM,1800,02,Rampart,0247,1,210,ROBBERY,0302 0330 0354 0906 0916,23,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,210,,,,BURLINGTON,MARYLAND,34.0596,-118.27
100215596,08/02/2010 12:00:00 AM,08/02/2010 12:00:00 AM,2150,02,Rampart,0233,1,210,ROBBERY,0302 0334 0330 0342 0344 0355 0432 0916 1316 1822,41,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,510,,,2ND                          ST,BENTON                       WY,34.0689,-118.2783
100216205,08/15/2010 12:00:00 AM,08/15/2010 12:00:00 AM,0530,02,Rampart,0261,1,210,ROBBERY,0330 0344 0416 0432 0443 0906 0916,25,F,H,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210,,,,8TH                          ST,PARK VIEW                    AV,34.0563,-118.2809
100216414,08/18/2010 12:00:00 AM,08/18/2010 12:00:00 AM,1100,02,Rampart,0211,1,220,ATTEMPTED ROBBERY,0334 0916 1402,33,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,220,998,,,500 N  KENMORE                      AV,,34.079,-118.2967
100216570,08/21/2010 12:00:00 AM,08/20/2010 12:00:00 AM,2200,02,Rampart,0269,1,210,ROBBERY,0330 0916 1302 1309,19,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,8TH                          ST,UNION                        AV,34.0523,-118.2722
100217653,09/12/2010 12:00:00 AM,09/12/2010 12:00:00 AM,2100,02,Rampart,0215,1,210,ROBBERY,0302 0330 0337 0416 0432 0906 0916,30,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,TEMPLE,RAMPART,34.0726,-118.2749
100219451,10/18/2010 12:00:00 AM,10/18/2010 12:00:00 AM,0550,02,Rampart,0246,1,210,ROBBERY,0326 0330 0334 0369 0411 0444 0916 1822,41,M,H,108,PARKING LOT,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210,,,,3RD                          ST,WESTLAKE                     AV,34.0625,-118.2714
100219953,10/27/2010 12:00:00 AM,10/27/2010 12:00:00 AM,1345,02,Rampart,0233,1,210,ROBBERY,0302 0334 0352 0353 0354 0400 0916 1209 1300 1309,47,F,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,BENTON                       WY,TEMPLE                       ST,34.0729,-118.2757
100220279,11/02/2010 12:00:00 AM,11/02/2010 12:00:00 AM,1045,02,Rampart,0215,1,210,ROBBERY,0117 0330 0337 0334 0344 0400 0701 0916 1311 1309,28,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,DRYDEN                       PL,TEMPLE                       ST,34.0731,-118.275
100300003,12/02/2010 12:00:00 AM,12/02/2010 12:00:00 AM,0200,03,Southwest,0399,1,210,ROBBERY,0330 0334 0344 0916 1300,33,M,H,101,STREET,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AA,Adult Arrest,210,,,,43RD,FIGUEROA,34.0056,-118.2827
100307124,02/18/2010 12:00:00 AM,02/16/2010 12:00:00 AM,2035,03,Southwest,0393,1,210,ROBBERY,0302 0334 0330 0371 0444 0906 0916 1402,20,M,B,101,STREET,102,HAND GUN,AO,Adult Other,210,,,,4200    CRENSHAW                     BL,,34.0085,-118.3351
100309278,03/20/2010 12:00:00 AM,03/20/2010 12:00:00 AM,0100,03,Southwest,0334,1,210,ROBBERY,0330 0334 0344 0432 0916 1311 1310,27,M,H,101,STREET,102,HAND GUN,AA,Adult Arrest,210,,,,W  ADAMS                        BL,CRENSHAW,34.0326,-118.335
100310891,04/11/2010 12:00:00 AM,04/11/2010 12:00:00 AM,2100,03,Southwest,0321,1,210,ROBBERY,0344 0916 1300,23,F,B,101,STREET,511,VERBAL THREAT,IC,Invest Cont,210,,,,RODEO                        RD,GENESEE                      AV,34.0217,-118.3711
100311521,04/21/2010 12:00:00 AM,04/20/2010 12:00:00 AM,2330,03,Southwest,0394,1,210,ROBBERY,0330 0344 0416 0916 1300 1313 1311 1310,39,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,ARLINGTON,W  MARTIN LUTHER KING JR        BL,34.0108,-118.3182
100317015,07/05/2010 12:00:00 AM,07/04/2010 12:00:00 AM,1715,03,Southwest,0315,1,210,ROBBERY,0418 0916,27,F,H,301,GAS STATION,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,910,,,VERMONT,ADAMS,33.8948,-118.1628
100320764,08/28/2010 12:00:00 AM,08/28/2010 12:00:00 AM,2100,03,Southwest,0362,1,210,ROBBERY,0344 0354 0416 1019 0916 1300,34,M,B,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,MARTIN LUTHER KING JR        BL,COLISEUM,34.0176,-118.3458
100320860,08/30/2010 12:00:00 AM,08/29/2010 12:00:00 AM,2350,12,77th Street,1232,1,210,ROBBERY,0334 0400 0916 1402,22,F,B,101,STREET,102,HAND GUN,IC,Invest Cont,210,998,,,4TH,SLAUSON,33.9891,-118.3216
100321004,09/01/2010 12:00:00 AM,09/01/2010 12:00:00 AM,0420,03,Southwest,0363,1,210,ROBBERY,0400 0913 0916 1310 1311,42,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,BUCKINGHAM                   RD,PALMWOOD,34.0132,-118.3424
100321771,09/12/2010 12:00:00 AM,09/12/2010 12:00:00 AM,2010,03,Southwest,0393,1,210,ROBBERY,0334 0344 0916,57,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,8TH,STOCKER PLAZ,34.0074,-118.329
100322113,09/18/2010 12:00:00 AM,09/18/2010 12:00:00 AM,0345,03,Southwest,0395,1,210,ROBBERY,0302 0334 0342 0344 0354 0916 1300 1822,27,M,B,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,41ST,WESTERN,34.0099,-118.3089
100323922,10/15/2010 12:00:00 AM,10/15/2010 12:00:00 AM,0110,03,Southwest,0362,1,210,ROBBERY,0330 0344 0354 0355 0916 1300,19,M,H,108,PARKING LOT,113,SIMULATED GUN,IC,Invest Cont,210,,,,4600 W  MARTIN LUTHER KING JR        BL,,34.0187,-118.3478
100328873,12/29/2010 12:00:00 AM,12/29/2010 12:00:00 AM,2230,03,Southwest,0395,1,210,ROBBERY,0112 0344 0916 1300 1310 1402,18,M,H,108,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,210,998,,,MARTIN LUTHER KING JR        BL,WESTERN                      AV,34.0109,-118.3089
100401132,07/09/2010 12:00:00 AM,07/09/2010 12:00:00 AM,2200,04,Hollenbeck,0455,1,210,ROBBERY,0330 0416 0916 1402,31,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,998,,,SOTO                         ST,CITY VIEW                    AV,34.0512,-118.205
100404499,01/13/2010 12:00:00 AM,01/13/2010 12:00:00 AM,0300,04,Hollenbeck,0497,1,210,ROBBERY,0302 0344 0355 0371 0906 0913 0916 1311 1310,24,M,H,101,STREET,101,REVOLVER,IC,Invest Cont,210,,,,1200    VELASCO                      ST,,34.0199,-118.2048
100404652,01/16/2010 12:00:00 AM,01/16/2010 12:00:00 AM,0215,04,Hollenbeck,0479,1,210,ROBBERY,0302 0312 0330 0344 0355 0371 0906 0916 1402 1816,19,M,H,101,STREET,102,HAND GUN,AA,Adult Arrest,210,998,,,CALZONA                      ST,WHITTIER                     BL,34.0243,-118.1931
100404963,01/24/2010 12:00:00 AM,01/24/2010 12:00:00 AM,0220,04,Hollenbeck,0455,1,210,ROBBERY,0302 0344 0355 0354 0369 0377 0906 0916 1240 1309,38,M,H,104,DRIVEWAY,101,REVOLVER,IC,Invest Cont,210,,,,500 N  CUMMINGS                     ST,,34.0488,-118.2123
100406069,02/15/2010 12:00:00 AM,02/15/2010 12:00:00 AM,2145,04,Hollenbeck,0473,1,210,ROBBERY,0302 0330 0421 0913 0916 1310 1309,24,F,H,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,210,,,,6TH,SOTO,34.0375,-118.2137
100407374,03/17/2010 12:00:00 AM,03/17/2010 12:00:00 AM,1900,04,Hollenbeck,0416,1,210,ROBBERY,0302 0330 0334 0344 0355 0916 1310,45,M,B,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,BROADWAY,EASTLAKE                     AV,34.0738,-118.2078
100410204,05/20/2010 12:00:00 AM,05/20/2010 12:00:00 AM,0510,04,Hollenbeck,0449,1,210,ROBBERY,0302 0342 0344 0352 0355 0370 0432 0916 1309 1402,22,M,H,501,SINGLE FAMILY DWELLING,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,998,,,1000 N  EVERGREEN                    AV,,34.0501,-118.197
100411180,06/09/2010 12:00:00 AM,05/31/2010 12:00:00 AM,1735,04,Hollenbeck,0464,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0319 0358 0416 0421 0916 1814 2000,41,F,H,501,SINGLE FAMILY DWELLING,308,STICK,AA,Adult Arrest,230,,,,2300    MICHIGAN                     AV,,34.0456,-118.2101
100411723,06/23/2010 12:00:00 AM,06/23/2010 12:00:00 AM,2030,04,Hollenbeck,0497,1,210,ROBBERY,0302 0339 0369 0400 0916,28,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,2900 E  WASHINGTON                   BL,,34.0167,-118.2176
100412849,07/22/2010 12:00:00 AM,07/22/2010 12:00:00 AM,1450,04,Hollenbeck,0401,1,210,ROBBERY,0202 0302 0312 0321 0342 0337 0344 0400 0432 0916,0,M,W,203,OTHER BUSINESS,102,HAND GUN,IC,Invest Cont,210,,,,3500    PASADENA                     AV,,34.0856,-118.2131
100415976,10/03/2010 12:00:00 AM,10/03/2010 12:00:00 AM,0430,04,Hollenbeck,0412,1,210,ROBBERY,0302 0319 0334 0330 0377 0416 0916 1302 1311 1310,22,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,AVENUE 26,SACRAMENTO                   FY,34.0806,-118.2176
100417341,11/03/2010 12:00:00 AM,11/02/2010 12:00:00 AM,0730,04,Hollenbeck,0448,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0555 0916 1251 1259,16,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,1500 N  EVERGREEN                    AV,,34.0596,-118.1934
100417818,11/15/2010 12:00:00 AM,11/15/2010 12:00:00 AM,0030,04,Hollenbeck,0489,1,210,ROBBERY,0302 0326 0334 0330 0342 0371 0916 1302 1309 1310,21,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,2800    CAMULOS                      PL,,34.0257,-118.217
100419128,12/17/2010 12:00:00 AM,12/17/2010 12:00:00 AM,0001,04,Hollenbeck,0457,1,210,ROBBERY,0330 0342 0337 0400 0443 0906 0916 1402,38,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,998,,,CESAR E CHAVEZ,EVERGREEN,34.0436,-118.2004
100511000,05/15/2010 12:00:00 AM,05/15/2010 12:00:00 AM,2300,05,Harbor,0513,1,210,ROBBERY,0330 0342 0344 0416 0432 0916 1240 1309,19,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,FIGUEROA                     ST,I                            ST,33.7799,-118.281
100511837,05/29/2010 12:00:00 AM,05/29/2010 12:00:00 AM,0100,05,Harbor,0526,1,210,ROBBERY,0344 0416 1022 0916 1300 1315,30,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,600    LAGOON                       AV,,33.7768,-118.2674
100512813,06/16/2010 12:00:00 AM,06/16/2010 12:00:00 AM,1545,05,Harbor,0565,1,210,ROBBERY,0330 0354 0416 0419 0432 0602 0562 0916 1242 1309,52,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,510,,,800 W  8TH                          ST,,33.737,-118.2945
100515117,08/03/2010 12:00:00 AM,08/02/2010 12:00:00 AM,2320,05,Harbor,0532,1,210,ROBBERY,0305 0330 0342 0344 0354 0432 0916 1240 1309 1317,52,M,H,101,STREET,113,SIMULATED GUN,IC,Invest Cont,210,,,,M                            ST,MCDONALD                     AV,33.7887,-118.2717
100516981,09/12/2010 12:00:00 AM,09/12/2010 12:00:00 AM,1900,05,Harbor,0557,1,210,ROBBERY,0305 0342 0344 0416 0432 0429 0916 1240 1309 1311,40,M,H,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,4TH                          ST,GRAND                        AV,33.7406,-118.2901
100521457,12/19/2010 12:00:00 AM,12/19/2010 12:00:00 AM,2030,05,Harbor,0513,1,210,ROBBERY,0330 0334 0355 0377 0916 1202 1302 1310,61,F,B,108,PARKING LOT,102,HAND GUN,IC,Invest Cont,210,,,,PACIFIC COAST                HY,NORMANDIE                    AV,33.7899,-118.2975
100606497,02/04/2010 12:00:00 AM,02/04/2010 12:00:00 AM,1230,06,Hollywood,0649,1,210,ROBBERY,0916 1302 1310,25,M,O,101,STREET,101,REVOLVER,IC,Invest Cont,210,,,,SUNSET                       BL,NORMANDIE                    AV,34.0981,-118.3005
100621566,08/29/2010 12:00:00 AM,08/29/2010 12:00:00 AM,0300,06,Hollywood,0677,1,210,ROBBERY,0334 0369 0421 0916,27,M,H,101,STREET,113,SIMULATED GUN,IC,Invest Cont,210,510,,,MELROSE                      AV,WILTON                       ST,34.0835,-118.3135
100626461,11/01/2010 12:00:00 AM,11/01/2010 12:00:00 AM,0030,06,Hollywood,0646,1,210,ROBBERY,0319 0334 0330 0342 0344 0432 0908 1002 0916 1310,24,M,O,101,STREET,513,STUN GUN,IC,Invest Cont,210,,,,CHEROKEE,DE LONGPRE,34.0962,-118.3353
100630496,12/29/2010 12:00:00 AM,12/29/2010 12:00:00 AM,0345,06,Hollywood,0637,1,210,ROBBERY,0342 0418 0421 0432 0916 1310,42,M,H,101,STREET,113,SIMULATED GUN,IC,Invest Cont,210,910,,,BRONSON,HOLLYWOOD                    BL,34.1017,-118.318
100804091,01/04/2010 12:00:00 AM,01/04/2010 12:00:00 AM,0100,08,West LA,0858,1,210,ROBBERY,0916 1300 1402,62,M,W,108,PARKING LOT,512,MACE/PEPPER SPRAY,IC,Invest Cont,210,998,,,ROBERTSON                    BL,AIRDROME,34.0489,-118.3855
100810742,06/04/2010 12:00:00 AM,06/04/2010 12:00:00 AM,0125,08,West LA,0829,1,210,ROBBERY,0916,44,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210,,,,10400    EASTBORNE                    AV,,34.0584,-118.4247
100813181,07/28/2010 12:00:00 AM,07/27/2010 12:00:00 AM,1600,08,West LA,0892,1,520,VEHICLE - ATTEMPT STOLEN,0916,26,F,H,101,STREET,102,HAND GUN,IC,Invest Cont,520,,,,2400    FEDERAL                      AV,,34.0325,-118.4439
100908395,03/21/2010 12:00:00 AM,03/19/2010 12:00:00 AM,1450,09,Van Nuys,0985,1,210,ROBBERY,0342 0344 0346 0370 0416 0429 0444 0906 0916 1501,28,M,B,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,14400    VENTURA                      BL,,34.1505,-118.4458
100819248,12/12/2010 12:00:00 AM,12/12/2010 12:00:00 AM,0130,08,West LA,0889,2,624,BATTERY - SIMPLE ASSAULT,0416 0554 0916,16,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,2000 S  CORNING                      ST,,34.041,-118.3802
100904556,01/11/2010 12:00:00 AM,01/09/2010 12:00:00 AM,0530,09,Van Nuys,0926,1,220,ATTEMPTED ROBBERY,0355 0400 0416 0429 0444 0916 1317,44,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220,520,,,13900    VANOWEN                      ST,,34.194,-118.4356
100818526,11/24/2010 12:00:00 AM,11/22/2010 12:00:00 AM,1400,08,West LA,0802,2,624,BATTERY - SIMPLE ASSAULT,0400 0916 2000,75,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,15500 W  SUNSET                       BL,,34.0489,-118.5281
100909017,04/01/2010 12:00:00 AM,04/01/2010 12:00:00 AM,1205,09,Van Nuys,0935,1,220,ATTEMPTED ROBBERY,0916 1300 1402,49,F,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220,998,,,14100    ERWIN                        ST,,34.1837,-118.44
100906618,02/17/2010 12:00:00 AM,02/17/2010 12:00:00 AM,1140,09,Van Nuys,0915,1,220,ATTEMPTED ROBBERY,0216 0302 0355 0430 1100 0916 1240 1309 1409 1407,18,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,220,,,,14100    VANOWEN                      ST,,34.1939,-118.44
100917319,08/26/2010 12:00:00 AM,08/26/2010 12:00:00 AM,2000,09,Van Nuys,0909,1,210,ROBBERY,0302 0319 0334 0344 0354 0916 1306,37,M,W,104,DRIVEWAY,101,REVOLVER,IC,Invest Cont,210,,,,7300    VENTURA CANYON               AV,,34.203,-118.4291
100900539,01/22/2010 12:00:00 AM,01/22/2010 12:00:00 AM,2130,09,Van Nuys,0914,1,220,ATTEMPTED ROBBERY,0305 0355 0400 0416 0444 0916 1300 2002,46,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,220,,,,14500    HARTLAND                     ST,,34.1952,-118.4487
101916867,07/09/2010 12:00:00 AM,07/08/2010 12:00:00 AM,2220,19,Mission,1902,1,210,ROBBERY,0330 0334 0344 0369 0916 1231 1311,21,M,H,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210,,,,BLEDSOE,BORDEN,34.3157,-118.4537
101517750,08/14/2010 12:00:00 AM,08/14/2010 12:00:00 AM,2100,15,N Hollywood,1521,1,210,ROBBERY,0330 0336 0344 0352 0416 0916 1302 1310 1311,14,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,6900    FULTON                       AV,,34.1959,-118.4225
101522935,11/17/2010 12:00:00 AM,11/15/2010 12:00:00 AM,1700,15,N Hollywood,1557,1,330,BURGLARY FROM VEHICLE,0344 0916 1307,33,M,P,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,10800    CAMARILLO                    ST,,34.1577,-118.3659
101226668,10/26/2010 12:00:00 AM,10/26/2010 12:00:00 AM,0150,12,77th Street,1208,1,210,ROBBERY,0112 0432 0916 1304 1310 1822,37,M,H,101,STREET,511,VERBAL THREAT,IC,Invest Cont,210,,,,FIGUEROA                     ST,51ST                         ST,33.9965,-118.2827
101809762,04/09/2010 12:00:00 AM,03/28/2010 12:00:00 AM,2340,18,Southeast,1844,1,210,ROBBERY,0330 0337 0354 0400 0416 0916 1300,43,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,510,,,WADSWORTH                    AV,113TH                        ST,33.9319,-118.2586
101805246,01/22/2010 12:00:00 AM,01/21/2010 12:00:00 AM,1835,18,Southeast,1837,1,210,ROBBERY,0330 0342 0400 0432 0444 0916 1300,45,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,1600 E  113TH                        ST,,33.9321,-118.2463
101514921,06/24/2010 12:00:00 AM,06/24/2010 12:00:00 AM,1800,15,N Hollywood,1546,1,210,ROBBERY,0104 0302 0312 0334 0330 0400 0906 0916 1300 1310,29,M,B,101,STREET,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,210,,,,HOLLYWOOD                    FY,MAGNOLIA,34.1649,-118.3826
101315405,06/25/2010 12:00:00 AM,06/25/2010 12:00:00 AM,0210,13,Newton,1367,1,210,ROBBERY,0302 0330 0334 0344 0417 0916 1310,25,M,H,102,SIDEWALK,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,52ND                         ST,STAUNTON,33.9954,-118.2415
101315553,06/28/2010 12:00:00 AM,06/28/2010 12:00:00 AM,0015,13,Newton,1345,1,220,ATTEMPTED ROBBERY,0916,19,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,220,,,,34TH                         ST,HOOPER                       AV,34.0128,-118.2521
101926872,12/17/2010 12:00:00 AM,12/17/2010 12:00:00 AM,1900,19,Mission,1918,1,210,ROBBERY,0334 0330 0344 0355 0354 0916 1314,45,F,H,108,PARKING LOT,205,KITCHEN KNIFE,IC,Invest Cont,210,,,,13700    FOOTHILL                     BL,,34.3086,-118.4317
101205815,01/26/2010 12:00:00 AM,01/26/2010 12:00:00 AM,0820,12,77th Street,1267,1,520,VEHICLE - ATTEMPT STOLEN,0334 0355 0917 0916 1227 1310 1822,25,M,H,101,STREET,113,SIMULATED GUN,IC,Invest Cont,520,,,,FIGUEROA                     ST,83RD                         ST,33.9642,-118.2827
101112210,05/13/2010 12:00:00 AM,05/13/2010 12:00:00 AM,1700,11,Northeast,1107,1,210,ROBBERY,0334 0330 0355 1018 0916 1300,65,M,H,101,STREET,207,OTHER KNIFE,IC,Invest Cont,210,510,,,1200    LE GRAY                      AV,,34.1237,-118.1913
101222327,08/26/2010 12:00:00 AM,08/25/2010 12:00:00 AM,2310,12,77th Street,1203,1,210,ROBBERY,0302 0330 0342 1008 1019 0916 1822,47,M,B,301,GAS STATION,101,REVOLVER,IC,Invest Cont,210,,,,4400 S  WESTERN                      AV,,34.0037,-118.3089
101519431,09/14/2010 12:00:00 AM,09/14/2010 12:00:00 AM,0115,15,N Hollywood,1538,1,220,ATTEMPTED ROBBERY,0355 0416 0417 0913 0916 1310 1402 1414,33,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,220,998,,,5700    FAIR                         AV,,34.174,-118.3746
101205276,01/19/2010 12:00:00 AM,01/19/2010 12:00:00 AM,0030,12,77th Street,1251,1,210,ROBBERY,0319 0334 0342 0344 0432 0916 1309,28,M,B,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,210,,,,6700    WEST                         BL,,33.9781,-118.3352
101215417,05/27/2010 12:00:00 AM,05/27/2010 12:00:00 AM,2030,12,77th Street,1255,1,210,ROBBERY,0302 0330 0916 1822,17,M,H,108,PARKING LOT,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,7400 S  VERMONT                      AV,,33.9742,-118.2918
101619406,10/27/2010 12:00:00 AM,10/27/2010 12:00:00 AM,1530,16,Foothill,1684,1,210,ROBBERY,0302 0334 0330 0354 0355 0443 0906 1008 0916 1407,32,M,H,101,STREET,101,REVOLVER,IC,Invest Cont,210,,,,7700    HINDS                        AV,,34.2103,-118.391
101230408,12/16/2010 12:00:00 AM,12/16/2010 12:00:00 AM,2220,12,77th Street,1215,1,210,ROBBERY,0100 0302 0330 0355 0444 0916 1310 1817,26,F,H,108,PARKING LOT,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,1400 W  54TH                         ST,,33.9932,-118.3002
102006013,01/30/2010 12:00:00 AM,01/30/2010 12:00:00 AM,1920,20,Olympic,2019,1,210,ROBBERY,0302 0305 0344 0432 0916 1300,27,M,H,210,RESTAURANT/FAST FOOD,102,HAND GUN,IC,Invest Cont,210,510,,,VIRGIL                       AV,W  TEMPLE                       ST,34.0765,-118.2868
101228023,11/14/2010 12:00:00 AM,11/11/2010 12:00:00 AM,1840,12,77th Street,1251,2,624,BATTERY - SIMPLE ASSAULT,0416 0417 0916 1309,21,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,10TH                         AV,69TH                         ST,33.9765,-118.328
101611712,06/06/2010 12:00:00 AM,06/06/2010 12:00:00 AM,0540,16,Foothill,1663,2,624,BATTERY - SIMPLE ASSAULT,0416 0916,37,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,9400    LAUREL CANYON                BL,,34.2398,-118.412
